,parcel_id,tax_total,fips,num_bedroom,num_bathroom,tax_delinquency_flag,area_living_finished_total,area_lot,pct_change
5746,12529554,441719,Los Angeles County,3,2,,1509,5015,2.815725304
5747,12531384,73790,Los Angeles County,3,1,,1144,6435,2.815725304
5748,12531967,641907,Los Angeles County,4,3,,2094,2395,2.815725304
5749,12532610,843111,Los Angeles County,4,2,,1989,4103,2.815725304
5750,12532733,846285,Los Angeles County,4,2,,2611,6341,2.815725304
5751,12534072,303404,Los Angeles County,2,1,,952,6538,2.815725304
5752,12534370,380373,Los Angeles County,2,1,,904,3216,2.815725304
5753,12534749,496854,Los Angeles County,2,1,,974,2751,2.815725304
5754,12535238,491831,Los Angeles County,3,1,,1198,5940,2.815725304
5755,12535453,506670,Los Angeles County,4,4,,2952,6518,2.815725304
5756,12535813,1025000,Los Angeles County,3,4,,2617,6496,2.815725304
5757,12536861,1097530,Los Angeles County,3,1,,1715,6096,2.815725304
5758,12536907,380259,Los Angeles County,4,2,,2177,4235,2.815725304
5759,12537099,387287,Los Angeles County,3,3,,2658,4345,2.815725304
5760,12537206,49935,Los Angeles County,3,1,,1232,2486,2.815725304
5761,12537458,923000,Los Angeles County,3,2,,1235,3144,2.815725304
5762,12539248,260577,Los Angeles County,2,1,,860,500,2.815725304
5763,12540891,330000,Los Angeles County,2,1,,963,2797,2.815725304
5764,12542565,267866,Los Angeles County,4,2,,1497,5072,2.815725304
5765,12543242,343441,Los Angeles County,3,1,,1291,5807,2.815725304
5766,12544134,473700,Los Angeles County,5,3,,3202,6739,2.815725304
5767,12544433,542992,Los Angeles County,2,1,,1248,4997,2.815725304
5768,12544562,489254,Los Angeles County,3,1,,1479,6977,2.815725304
5769,12544791,237137,Los Angeles County,2,1,,1123,4082,2.815725304
5770,12545026,624691,Los Angeles County,4,3,,2942,4993,2.815725304
5771,12545623,1034000,Los Angeles County,3,3,,2604,8261,2.815725304
5772,12545723,385632,Los Angeles County,3,1,,2936,8263,2.815725304
5773,12549690,77044,Los Angeles County,2,1,,654,1811,2.815725304
5774,12549873,247835,Los Angeles County,3,1,,1256,4906,2.815725304
5775,12551228,238000,Los Angeles County,2,1,,590,1801,2.815725304
5776,12551274,148566,Los Angeles County,1,1,,582,1669,2.815725304
5777,12556751,138800,Los Angeles County,2,1,,1284,16533,2.815725304
5778,12558624,425000,Los Angeles County,3,3,,1471,4477,2.815725304
5779,12560073,160781,Los Angeles County,2,2,,1192,2934,2.815725304
5780,12562467,181778,Los Angeles County,3,1,,1036,5012,2.815725304
5781,12562628,65458,Los Angeles County,3,2,,1536,5315,2.815725304
5782,12562674,26875,Los Angeles County,2,1,,822,3344,2.815725304
5783,12562766,38898,Los Angeles County,2,1,Y,886,7057,2.815725304
5784,12562912,33608,Los Angeles County,2,1,Y,1009,5193,2.815725304
5785,12563012,64549,Los Angeles County,3,2,,2142,5425,2.815725304
5786,12563318,274000,Los Angeles County,2,1,,948,6040,2.815725304
5787,12564055,97827,Los Angeles County,3,3,,1416,5254,2.815725304
5788,12564316,262400,Los Angeles County,3,2,,1134,5661,2.815725304
5789,12564476,178014,Los Angeles County,3,2,,1384,5767,2.815725304
5790,12564606,247028,Los Angeles County,2,1,,829,5116,2.815725304
5791,12564729,320000,Los Angeles County,3,1,,1106,3963,2.815725304
5792,12564874,334000,Los Angeles County,3,1,,1099,4924,2.815725304
5793,12564980,314000,Los Angeles County,2,1,,966,4341,2.815725304
5794,12565172,221244,Los Angeles County,2,2,,1452,5170,2.815725304
5795,12565855,169999,Los Angeles County,3,2,,1156,5357,2.815725304
5796,12566537,267186,Los Angeles County,3,1,,1014,5516,2.815725304
5797,12566997,101912,Los Angeles County,3,1,,1014,5520,2.815725304
5798,12567120,188525,Los Angeles County,2,1,,1103,5455,2.815725304
5799,12567840,199053,Los Angeles County,3,1,Y,1598,5609,2.815725304
5800,12569160,152769,Los Angeles County,2,1,,948,5713,2.815725304
5801,12569260,435000,Los Angeles County,3,2,,1530,6721,2.815725304
5802,12569383,152081,Los Angeles County,3,2,,1348,6223,2.815725304
5803,12569483,181580,Los Angeles County,3,1,,978,4912,2.815725304
5804,12570157,55290,Los Angeles County,2,2,,918,5567,2.815725304
5805,12570257,272447,Los Angeles County,3,1,,1008,5561,2.815725304
5806,12571610,328219,Los Angeles County,3,1,,1026,6397,2.815725304
5807,12571983,50848,Los Angeles County,2,1,,1254,6095,2.815725304
5808,12573475,268503,Los Angeles County,5,3,,2174,2853,2.815725304
5809,12573644,44625,Los Angeles County,4,2,Y,1472,3530,2.815725304
5810,12573712,47067,Los Angeles County,4,2,,1508,3796,2.815725304
5811,12573835,47476,Los Angeles County,4,2,,1448,3596,2.815725304
5812,12574096,206839,Los Angeles County,4,3,,1835,3739,2.815725304
5813,12574375,523250,Los Angeles County,4,3,,2916,6328,2.815725304
5814,12575065,304555,Los Angeles County,4,2,,2727,5768,2.815725304
5815,12575165,75021,Los Angeles County,3,3,,2677,5040,2.815725304
5816,12576395,129352,Los Angeles County,4,2,,1739,7055,2.815725304
5817,12576495,221696,Los Angeles County,4,2,,1586,5775,2.815725304
5818,12576595,93939,Los Angeles County,4,2,,2273,5533,2.815725304
5819,12576695,345292,Los Angeles County,4,2,,1813,5697,2.815725304
5820,12576795,281172,Los Angeles County,3,2,,1672,6799,2.815725304
5821,12577218,391000,Los Angeles County,4,2,,1545,5074,2.815725304
5822,12577556,375000,Los Angeles County,3,2,,1362,5382,2.815725304
5823,12578193,179301,Los Angeles County,4,2,,1853,5576,2.815725304
5824,12578500,46990,Los Angeles County,3,1,,880,5676,2.815725304
5825,12578820,335423,Los Angeles County,5,3,,2569,5018,2.815725304
5826,12578980,58901,Los Angeles County,4,2,,1620,5705,2.815725304
5827,12579003,382538,Los Angeles County,3,2,,1940,6251,2.815725304
5828,12579095,58708,Los Angeles County,4,2,,1620,6053,2.815725304
5829,12579279,230791,Los Angeles County,4,3,,1580,6245,2.815725304
5830,12579379,122403,Los Angeles County,5,3,,1970,4448,2.815725304
5831,12579425,329205,Los Angeles County,4,3,,1934,3900,2.815725304
5832,12579448,421250,Los Angeles County,3,2,,1402,4462,2.815725304
5833,12579548,367192,Los Angeles County,3,1,,1034,6381,2.815725304
5834,12579771,452000,Los Angeles County,4,2,,1711,7152,2.815725304
5835,12580165,82563,Los Angeles County,2,1,,1606,8181,2.815725304
5836,12580903,285593,Los Angeles County,3,1,,1241,5420,2.815725304
5837,12581003,226381,Los Angeles County,3,2,,1485,5658,2.815725304
5838,12581893,223040,Los Angeles County,4,2,,1448,3039,2.815725304
5839,12582000,210141,Los Angeles County,3,2,,1337,4990,2.815725304
5840,12582307,162430,Los Angeles County,3,3,,1709,4484,2.815725304
5841,12582330,193300,Los Angeles County,4,2,,1354,3648,2.815725304
5842,12582453,206777,Los Angeles County,2,1,,819,5633,2.815725304
5843,12582553,259493,Los Angeles County,3,2,,990,5109,2.815725304
5844,12582622,221243,Los Angeles County,3,1,,1039,5118,2.815725304
5845,12583214,68196,Los Angeles County,3,1,,1056,5551,2.815725304
5846,12583367,192203,Los Angeles County,3,2,,1084,5509,2.815725304
5847,12583697,417000,Los Angeles County,3,2,,1340,4959,2.815725304
5848,12584012,183439,Los Angeles County,2,1,,732,2656,2.815725304
5849,12584081,248085,Los Angeles County,3,2,,1752,5023,2.815725304
5850,12584150,87954,Los Angeles County,4,2,,1768,5218,2.815725304
5851,12584250,262736,Los Angeles County,4,1,,1474,3389,2.815725304
5852,12584494,435000,Los Angeles County,4,3,,1926,5602,2.815725304
5853,12584936,338315,Los Angeles County,3,2,,1212,5687,2.815725304
5854,12585128,89939,Los Angeles County,3,2,,1154,5455,2.815725304
5855,12585835,450000,Los Angeles County,4,2,,1527,5008,2.815725304
5856,12585965,180981,Los Angeles County,3,2,,1679,7393,2.815725304
5857,12586026,324768,Los Angeles County,4,3,,2483,5408,2.815725304
5858,12586126,36460,Los Angeles County,3,1,,986,5068,2.815725304
5859,12586226,39108,Los Angeles County,3,1,,1106,4985,2.815725304
5860,12586395,38657,Los Angeles County,3,1,,986,4814,2.815725304
5861,12586495,323979,Los Angeles County,4,2,,1516,4921,2.815725304
5862,12586595,219470,Los Angeles County,3,1,,986,4719,2.815725304
5863,12586910,365800,Los Angeles County,3,2,,1650,5400,2.815725304
5864,12587427,226400,Los Angeles County,3,2,,1275,4913,2.815725304
5865,12587550,196263,Los Angeles County,3,2,,1080,5106,2.815725304
5866,12587810,271827,Los Angeles County,2,1,,984,8824,2.815725304
5867,12588844,219798,Los Angeles County,2,1,,869,6809,2.815725304
5868,12589992,358612,Los Angeles County,3,2,,1329,2920,2.815725304
5869,12590314,238343,Los Angeles County,3,1,,1108,4938,2.815725304
5870,12590767,293518,Los Angeles County,3,2,,1726,24713,2.815725304
5871,12591458,52694,Los Angeles County,3,1,,1225,5289,2.815725304
5872,12591550,475000,Los Angeles County,3,2,,1352,6134,2.815725304
5873,12592086,342441,Los Angeles County,2,1,,820,9003,2.815725304
5874,12592309,316835,Los Angeles County,3,1,,1335,9001,2.815725304
5875,12593278,358941,Los Angeles County,3,2,,1547,5318,2.815725304
5876,12593401,285171,Los Angeles County,4,3,,1622,5473,2.815725304
5877,12593501,54207,Los Angeles County,2,1,,1091,4974,2.815725304
5878,12593735,411000,Los Angeles County,3,2,,1172,5270,2.815725304
5879,12594249,165291,Los Angeles County,3,1,,1100,6547,2.815725304
5880,12594272,183827,Los Angeles County,2,1,,1080,6000,2.815725304
5881,12594656,575000,Los Angeles County,5,3,,2492,6004,2.815725304
5882,12595980,137675,Los Angeles County,3,2,,1523,6629,2.815725304
5883,12596423,167383,Los Angeles County,3,1,,1012,2300,2.815725304
5884,12597391,338044,Los Angeles County,3,2,,1373,4049,2.815725304
5885,12597521,202632,Los Angeles County,2,1,,920,2999,2.815725304
5886,12597582,421004,Los Angeles County,2,1,,718,2150,2.815725304
5887,12597674,68169,Los Angeles County,2,1,,1352,7003,2.815725304
5888,12598075,672300,Los Angeles County,3,2,,1736,4806,2.815725304
5889,12598435,616608,Los Angeles County,4,2,,1510,5601,2.815725304
5890,12598550,662000,Los Angeles County,4,2,,2394,6250,2.815725304
5891,12598573,938000,Los Angeles County,4,4,,3725,7000,2.815725304
5892,12600020,60334,Los Angeles County,2,1,Y,816,7141,2.815725304
5893,12600111,62984,Los Angeles County,2,1,,936,7868,2.815725304
5894,12600494,69520,Los Angeles County,4,2,,1823,6376,2.815725304
5895,12601183,389855,Los Angeles County,3,2,,2699,7500,2.815725304
5896,12603845,741525,Los Angeles County,3,2,,2197,7895,2.815725304
5897,12603991,232378,Los Angeles County,3,2,,1496,5175,2.815725304
5898,12604336,611691,Los Angeles County,3,2,,1354,7321,2.815725304
5899,12604459,123574,Los Angeles County,2,2,,1648,10934,2.815725304
5900,12604559,96238,Los Angeles County,3,2,,1333,5526,2.815725304
5901,12604774,210560,Los Angeles County,3,1,,1239,5633,2.815725304
5902,12604874,754377,Los Angeles County,4,3,,3130,5154,2.815725304
5903,12605380,380000,Los Angeles County,3,2,,1290,5439,2.815725304
5904,12605403,47679,Los Angeles County,3,2,,1207,5480,2.815725304
5905,12605503,352062,Los Angeles County,3,2,,1486,4674,2.815725304
5906,12605774,457693,Los Angeles County,4,3,,2045,5020,2.815725304
5907,12605943,396000,Los Angeles County,3,2,,1458,5289,2.815725304
5908,12606226,545966,Los Angeles County,4,3,,2252,5428,2.815725304
5909,12606372,100726,Los Angeles County,3,2,,1494,6138,2.815725304
5910,12606885,84817,Los Angeles County,3,2,,1108,5263,2.815725304
5911,12607008,88479,Los Angeles County,3,2,,1211,5355,2.815725304
5912,12607131,351447,Los Angeles County,4,2,,1713,5301,2.815725304
5913,12608255,832000,Los Angeles County,5,3,,2388,6877,2.815725304
5914,12608453,142347,Los Angeles County,5,3,,2388,6000,2.815725304
5915,12608859,59802,Los Angeles County,2,1,,763,6177,2.815725304
5916,12608959,508970,Los Angeles County,3,2,,2136,10733,2.815725304
5917,12609335,188273,Los Angeles County,5,3,,2402,6183,2.815725304
5918,12609427,765000,Los Angeles County,6,4,,2400,5402,2.815725304
5919,12610149,163560,Los Angeles County,3,3,,2164,10180,2.815725304
5920,12610317,366702,Los Angeles County,4,3,,2661,5002,2.815725304
5921,12610509,97421,Los Angeles County,4,2,,1776,7013,2.815725304
5922,12610824,80528,Los Angeles County,3,2,,1585,6341,2.815725304
5923,12610916,72573,Los Angeles County,3,2,,1440,4902,2.815725304
5924,12611169,73954,Los Angeles County,2,1,,968,4296,2.815725304
5926,12611444,229714,Los Angeles County,3,2,,1024,3983,2.815725304
5927,12611643,79307,Los Angeles County,4,2,,1774,5442,2.815725304
5928,12611865,296647,Los Angeles County,4,3,,2110,5117,2.815725304
5929,12612025,730400,Los Angeles County,3,2,,1724,8687,2.815725304
5930,12613034,205436,Los Angeles County,3,1,,900,5449,2.815725304
5931,12613057,520353,Los Angeles County,4,2,,1557,7129,2.815725304
5932,12613454,319338,Los Angeles County,2,1,,912,5317,2.815725304
5933,12613813,246047,Los Angeles County,2,2,,1128,8964,2.815725304
5934,12614279,722497,Los Angeles County,4,3,,2415,6001,2.815725304
5935,12614767,172971,Los Angeles County,3,2,,1614,6000,2.815725304
5936,12614867,329752,Los Angeles County,3,2,Y,1385,6431,2.815725304
5937,12614967,652828,Los Angeles County,4,3,,2517,6337,2.815725304
5938,12615520,407992,Los Angeles County,3,2,,1612,4698,2.815725304
5939,12615758,101521,Los Angeles County,4,2,,1718,5068,2.815725304
5940,12615858,222230,Los Angeles County,3,2,,1978,5837,2.815725304
5941,12615958,217821,Los Angeles County,3,3,,1475,7744,2.815725304
5942,12616096,312178,Los Angeles County,3,2,,1665,5526,2.815725304
5943,12616619,333000,Los Angeles County,2,1,,1090,5218,2.815725304
5944,12616746,304558,Los Angeles County,2,2,,1122,5111,2.815725304
5945,12616976,351206,Los Angeles County,5,3,,2652,5261,2.815725304
5946,12617183,54851,Los Angeles County,2,1,,932,7256,2.815725304
5947,12617352,160571,Los Angeles County,4,2,,1364,5252,2.815725304
5948,12617551,229188,Los Angeles County,2,1,,863,5296,2.815725304
5949,12617666,330473,Los Angeles County,2,1,,811,5073,2.815725304
5950,12617712,355000,Los Angeles County,4,2,,1339,6935,2.815725304
5951,12618514,327575,Los Angeles County,3,1,,1231,5709,2.815725304
5952,12618782,270930,Los Angeles County,3,1,,1017,5631,2.815725304
5953,12619202,254796,Los Angeles County,3,2,,1730,5599,2.815725304
5954,12619302,216608,Los Angeles County,3,2,,1335,4776,2.815725304
5955,12619525,336920,Los Angeles County,3,3,,2095,4677,2.815725304
5956,12619801,159040,Los Angeles County,2,1,,925,4984,2.815725304
5957,12620247,52987,Los Angeles County,3,1,,964,5419,2.815725304
5958,12620293,257011,Los Angeles County,3,1,,964,5196,2.815725304
5959,12620879,455515,Los Angeles County,3,2,,1560,4721,2.815725304
5960,12620979,84763,Los Angeles County,2,1,,875,8333,2.815725304
5961,12621525,216707,Los Angeles County,4,3,,2082,5470,2.815725304
5962,12621594,358321,Los Angeles County,4,3,,2082,7753,2.815725304
5963,12621870,80735,Los Angeles County,4,3,,2147,5647,2.815725304
5964,12622574,283345,Los Angeles County,3,1,,1408,7960,2.815725304
5965,12622597,319677,Los Angeles County,2,1,,1088,5079,2.815725304
5966,12623269,321498,Los Angeles County,3,2,,1606,12217,2.815725304
5967,12623315,67478,Los Angeles County,4,2,,2193,5863,2.815725304
5968,12624053,398000,Los Angeles County,3,2,,856,6042,2.815725304
5969,12624592,411005,Los Angeles County,1,2,,1259,5100,2.815725304
5970,12624692,258263,Los Angeles County,2,1,,957,7438,2.815725304
5971,12626324,43404,Los Angeles County,2,1,,859,6650,2.815725304
5972,12626592,129568,Los Angeles County,3,1,,874,4990,2.815725304
5973,12626661,377000,Los Angeles County,3,2,,1392,6393,2.815725304
5974,12628305,49105,Los Angeles County,2,1,Y,1008,4845,2.815725304
5975,12629608,164341,Los Angeles County,2,1,,988,3467,2.815725304
5976,12629932,52425,Los Angeles County,3,1,,1133,8428,2.815725304
5977,12630468,112706,Los Angeles County,1,1,,555,1761,2.815725304
5978,12631027,278000,Los Angeles County,2,1,,880,5224,2.815725304
5979,12631165,183831,Los Angeles County,2,1,,846,5551,2.815725304
5980,12631265,42184,Los Angeles County,2,1,,1152,6649,2.815725304
5981,12631311,157153,Los Angeles County,2,1,,1062,5549,2.815725304
5982,12631510,125901,Los Angeles County,2,1,,944,5201,2.815725304
5983,12632268,221627,Los Angeles County,3,2,,1352,5175,2.815725304
5984,12632368,292012,Los Angeles County,4,2,,1630,5530,2.815725304
5985,12632563,208561,Los Angeles County,2,1,,1336,8479,2.815725304
5986,12632880,253898,Los Angeles County,3,2,,1248,5666,2.815725304
5987,12633788,147675,Los Angeles County,3,2,,1058,5600,2.815725304
5988,12634412,168917,Los Angeles County,3,2,,1160,5010,2.815725304
5989,12635109,192799,Los Angeles County,2,1,,884,5034,2.815725304
5990,12636656,362091,Los Angeles County,2,1,,1312,6460,2.815725304
5991,12638212,418936,Los Angeles County,4,2,,1574,5501,2.815725304
5992,12638312,442390,Los Angeles County,3,2,,1200,5316,2.815725304
5993,12638504,114848,Los Angeles County,4,3,,2000,5029,2.815725304
5994,12639432,342159,Los Angeles County,2,2,,1128,8265,2.815725304
5995,12640500,525198,Los Angeles County,4,3,,2114,6355,2.815725304
5996,12640646,168161,Los Angeles County,4,2,,1569,5250,2.815725304
5997,12640892,288289,Los Angeles County,4,2,,1430,5500,2.815725304
5998,12643770,462631,Los Angeles County,4,2,,1796,6721,2.815725304
5999,12643885,109471,Los Angeles County,4,2,,1796,6420,2.815725304
6000,12644031,251364,Los Angeles County,4,3,,2424,8708,2.815725304
6001,12644623,349103,Los Angeles County,4,4,,1844,2728,2.815725304
6002,12644646,49522,Los Angeles County,2,1,Y,1235,4802,2.815725304
6003,12644922,35648,Los Angeles County,2,1,,874,4799,2.815725304
6004,12644945,437159,Los Angeles County,2,1,,920,4807,2.815725304
6005,12645206,430793,Los Angeles County,3,2,,1357,4804,2.815725304
6006,12645252,325129,Los Angeles County,4,2,,1325,4792,2.815725304
6007,12647583,373100,Los Angeles County,2,1,,1032,5622,2.815725304
6008,12647859,263966,Los Angeles County,3,2,,1132,6252,2.815725304
6009,12650495,159527,Los Angeles County,3,2,,1128,5000,2.815725304
6010,12651250,54211,Los Angeles County,3,1,,1352,6156,2.815725304
6011,12651357,51969,Los Angeles County,2,1,,1084,6073,2.815725304
6012,12652007,355819,Los Angeles County,2,2,,1412,5949,2.815725304
6013,12652306,256403,Los Angeles County,2,1,,1208,3777,2.815725304
